Year,Profession,HourlyRate,Source,Region,Experience
2024.41,Translation,35.39,,,
2024.41,Translation,35.16,,,
2024.42,Data Analysis,39.48,,,
2024.42,Graphic Design,34.39,,,
2024.42,Marketing,41.84,,,
2024.42,UX/UI Design,41.58,,,
2024.42,Video Editing,34.27,,,
2024.42,Virtual Assistant,26.59,,,
2024.42,Voiceover,33.71,,,
2024.42,Web Development,44.92,,,
2024.42,Writing,32.46,,,
2024.5,3D Modeling,63.72,,,
2024.5,3D Modeling,66.72,,,
2024.5,3D Modeling,65.0,,,
2024.5,3D Modeling,65.71,,,
2024.5,3D Modeling,67.02,,,
2024.5,3D Modeling,69.23,,,
2024.5,3D Modeling,69.0,,,
2024.5,3D Modeling,71.05,,,
2024.5,3D Modeling,69.45,,,
2024.5,3D Modeling,69.09,,,
2024.5,3D Modeling,69.54,,,
2024.5,3D Modeling,67.69,,,
2024.5,AI/ML Development,125.57,,,
2024.5,AI/ML Development,125.32,,,
2024.5,AI/ML Development,131.1,,,
2024.5,AI/ML Development,125.99,,,
2024.5,AI/ML Development,130.91,,,
2024.5,AI/ML Development,134.48,,,
2024.5,AI/ML Development,135.24,,,
2024.5,AI/ML Development,132.84,,,
2024.5,AI/ML Development,133.41,,,
2024.5,AI/ML Development,135.92,,,
2024.5,AI/ML Development,135.62,,,
2024.5,AI/ML Development,140.63,,,
2024.5,Accounting,53.64,,,
2024.5,Accounting,55.12,,,
2024.5,Accounting,53.16,,,
2024.5,Accounting,54.54,,,
2024.5,Accounting,55.0,,,
2024.5,Accounting,53.8,,,
2024.5,Accounting,55.37,,,
2024.5,Accounting,55.71,,,
2024.5,Accounting,55.39,,,
2024.5,Accounting,57.14,,,
2024.5,Accounting,55.88,,,
2024.5,Accounting,56.07,,,
2024.5,Audio Production,51.46,,,
2024.5,Audio Production,51.96,,,
2024.5,Audio Production,52.6,,,
2024.5,Audio Production,52.16,,,
2024.5,Audio Production,51.76,,,
2024.5,Audio Production,52.22,,,
2024.5,Audio Production,51.64,,,
2024.5,Audio Production,52.71,,,
2024.5,Audio Production,52.94,,,
2024.5,Audio Production,53.58,,,
2024.5,Audio Production,54.49,,,
2024.5,Audio Production,54.65,,,
2024.5,Blockchain Development,164.71,,,
2024.5,Blockchain Development,163.33,,,
2024.5,Blockchain Development,174.33,,,
2024.5,Blockchain Development,175.58,,,
2024.5,Blockchain Development,174.56,,,
2024.5,Blockchain Development,175.93,,,
2024.5,Blockchain Development,178.82,,,
2024.5,Blockchain Development,186.65,,,
2024.5,Blockchain Development,189.27,,,
2024.5,Blockchain Development,185.87,,,
2024.5,Blockchain Development,185.72,,,
2024.5,Blockchain Development,195.75,,,
2024.5,Content Creation,30.33,,,
2024.5,Content Creation,30.45,,,
2024.5,Content Creation,30.93,,,
2024.5,Content Creation,30.55,,,
2024.5,Content Creation,30.72,,,
2024.5,Content Creation,30.49,,,
2024.5,Content Creation,30.85,,,
2024.5,Content Creation,31.48,,,
2024.5,Content Creation,31.34,,,
2024.5,Content Creation,30.65,,,
2024.5,Content Creation,31.73,,,
2024.5,Content Creation,32.7,,,
2024.5,Cybersecurity,123.91,,,
2024.5,Cybersecurity,126.78,,,
2024.5,Cybersecurity,130.67,,,
2024.5,Cybersecurity,126.47,,,
2024.5,Cybersecurity,130.9,,,
2024.5,Cybersecurity,137.71,,,
2024.5,Cybersecurity,136.91,,,
2024.5,Cybersecurity,137.97,,,
2024.5,Cybersecurity,136.63,,,
2024.5,Cybersecurity,137.31,,,
2024.5,Cybersecurity,140.64,,,
2024.5,Cybersecurity,142.01,,,
2024.5,Data Analysis,39.69,,,
2024.5,DevOps Engineering,92.0,,,
2024.5,DevOps Engineering,95.11,,,
2024.5,DevOps Engineering,96.12,,,
2024.5,DevOps Engineering,98.24,,,
2024.5,DevOps Engineering,95.84,,,
2024.5,DevOps Engineering,99.32,,,
2024.5,DevOps Engineering,100.02,,,
2024.5,DevOps Engineering,100.02,,,
2024.5,DevOps Engineering,99.12,,,
2024.5,DevOps Engineering,102.33,,,
2024.5,DevOps Engineering,97.12,,,
2024.5,DevOps Engineering,105.36,,,
2024.5,Graphic Design,33.96,,,
2024.5,Legal Services,84.85,,,
2024.5,Legal Services,83.44,,,
2024.5,Legal Services,86.28,,,
2024.5,Legal Services,85.93,,,
2024.5,Legal Services,84.45,,,
2024.5,Legal Services,86.72,,,
2024.5,Legal Services,84.7,,,
2024.5,Legal Services,87.11,,,
2024.5,Legal Services,86.52,,,
2024.5,Legal Services,85.59,,,
2024.5,Legal Services,88.07,,,
2024.5,Legal Services,87.91,,,
2024.5,Marketing,42.15,,,
2024.5,Mobile Development,68.48,,,
2024.5,Mobile Development,71.33,,,
2024.5,Mobile Development,70.82,,,
2024.5,Mobile Development,71.23,,,
2024.5,Mobile Development,70.2,,,
2024.5,Mobile Development,71.55,,,
2024.5,Mobile Development,69.81,,,
2024.5,Mobile Development,73.17,,,
2024.5,Mobile Development,71.66,,,
2024.5,Mobile Development,73.09,,,
2024.5,Mobile Development,75.16,,,
2024.5,Mobile Development,75.62,,,
2024.5,Photography,41.61,,,
2024.5,Photography,42.27,,,
2024.5,Photography,42.75,,,
2024.5,Photography,41.96,,,
2024.5,Photography,43.8,,,
2024.5,Photography,42.36,,,
2024.5,Photography,42.82,,,
2024.5,Photography,44.18,,,
2024.5,Photography,43.89,,,
2024.5,Photography,43.79,,,
2024.5,Photography,43.44,,,
2024.5,Photography,44.84,,,
2024.5,Project Management,73.18,,,
2024.5,Project Management,72.51,,,
2024.5,Project Management,72.02,,,
2024.5,Project Management,73.87,,,
2024.5,Project Management,74.95,,,
2024.5,Project Management,76.08,,,
2024.5,Project Management,74.62,,,
2024.5,Project Management,75.63,,,
2024.5,Project Management,76.74,,,
2024.5,Project Management,77.66,,,
2024.5,Project Management,75.61,,,
2024.5,Project Management,78.93,,,
2024.5,SEO/SEM,49.22,,,
2024.5,SEO/SEM,51.21,,,
2024.5,SEO/SEM,51.0,,,
2024.5,SEO/SEM,49.97,,,
2024.5,SEO/SEM,49.97,,,
2024.5,SEO/SEM,51.48,,,
2024.5,SEO/SEM,51.07,,,
2024.5,SEO/SEM,51.16,,,
2024.5,SEO/SEM,53.63,,,
2024.5,SEO/SEM,52.38,,,
2024.5,SEO/SEM,53.38,,,
2024.5,SEO/SEM,52.67,,,
2024.5,Social Media Management,36.36,,,
2024.5,Social Media Management,36.33,,,
2024.5,Social Media Management,37.2,,,
2024.5,Social Media Management,37.66,,,
2024.5,Social Media Management,37.47,,,
2024.5,Social Media Management,38.31,,,
2024.5,Social Media Management,37.96,,,
2024.5,Social Media Management,37.57,,,
2024.5,Social Media Management,37.56,,,
2024.5,Social Media Management,38.47,,,
2024.5,Social Media Management,38.99,,,
2024.5,Social Media Management,38.5,,,
2024.5,Translation,33.93,,,
2024.5,Translation,34.24,,,
2024.5,Translation,33.73,,,
2024.5,Translation,33.92,,,
2024.5,Translation,33.69,,,
2024.5,Translation,34.22,,,
2024.5,Translation,34.63,,,
2024.5,Translation,35.0,,,
2024.5,Translation,35.18,,,
2024.5,Translation,34.64,,,
2024.5,Translation,35.64,,,
2024.5,Translation,35.87,,,
2024.5,UX/UI Design,41.84,,,
2024.5,Video Editing,34.37,,,
2024.5,Virtual Assistant,26.76,,,
2024.5,Voiceover,33.96,,,
2024.5,Web Development,44.9,,,
2024.5,Writing,32.03,,,
2024.58,3D Modeling,65.14,,,
2024.58,3D Modeling,65.12,,,
2024.58,3D Modeling,67.62,,,
2024.58,3D Modeling,68.19,,,
2024.58,3D Modeling,67.23,,,
2024.58,3D Modeling,66.76,,,
2024.58,3D Modeling,67.69,,,
2024.58,3D Modeling,70.27,,,
2024.58,3D Modeling,68.03,,,
2024.58,3D Modeling,69.64,,,
2024.58,3D Modeling,71.64,,,
2024.58,3D Modeling,71.77,,,
2024.58,AI/ML Development,131.28,,,
2024.58,AI/ML Development,124.14,,,
2024.58,AI/ML Development,127.77,,,
2024.58,AI/ML Development,127.59,,,
2024.58,AI/ML Development,128.86,,,
2024.58,AI/ML Development,131.2,,,
2024.58,AI/ML Development,134.11,,,
2024.58,AI/ML Development,142.36,,,
2024.58,AI/ML Development,134.83,,,
2024.58,AI/ML Development,139.83,,,
2024.58,AI/ML Development,135.02,,,
2024.58,AI/ML Development,138.66,,,
2024.58,Accounting,53.9,,,
2024.58,Accounting,54.04,,,
2024.58,Accounting,54.36,,,
2024.58,Accounting,56.06,,,
2024.58,Accounting,55.65,,,
2024.58,Accounting,54.7,,,
2024.58,Accounting,55.74,,,
2024.58,Accounting,55.5,,,
2024.58,Accounting,56.29,,,
2024.58,Accounting,55.72,,,
2024.58,Accounting,55.62,,,
2024.58,Accounting,55.34,,,
2024.58,Audio Production,51.35,,,
2024.58,Audio Production,50.78,,,
2024.58,Audio Production,52.03,,,
2024.58,Audio Production,52.48,,,
2024.58,Audio Production,52.46,,,
2024.58,Audio Production,52.91,,,
2024.58,Audio Production,52.56,,,
2024.58,Audio Production,53.3,,,
2024.58,Audio Production,54.21,,,
2024.58,Audio Production,54.13,,,
2024.58,Audio Production,55.04,,,
2024.58,Audio Production,54.07,,,
2024.58,Blockchain Development,164.32,,,
2024.58,Blockchain Development,176.88,,,
2024.58,Blockchain Development,169.42,,,
2024.58,Blockchain Development,167.2,,,
2024.58,Blockchain Development,169.99,,,
2024.58,Blockchain Development,180.42,,,
2024.58,Blockchain Development,182.52,,,
2024.58,Blockchain Development,177.59,,,
2024.58,Blockchain Development,186.85,,,
2024.58,Blockchain Development,189.72,,,
2024.58,Blockchain Development,189.95,,,
2024.58,Blockchain Development,186.37,,,
2024.58,Content Creation,30.78,,,
2024.58,Content Creation,30.2,,,
2024.58,Content Creation,30.74,,,
2024.58,Content Creation,31.56,,,
2024.58,Content Creation,30.69,,,
2024.58,Content Creation,30.74,,,
2024.58,Content Creation,31.34,,,
2024.58,Content Creation,31.38,,,
2024.58,Content Creation,32.36,,,
2024.58,Content Creation,31.75,,,
2024.58,Content Creation,31.93,,,
2024.58,Content Creation,32.03,,,
2024.58,Cybersecurity,131.03,,,
2024.58,Cybersecurity,134.08,,,
2024.58,Cybersecurity,132.26,,,
2024.58,Cybersecurity,131.8,,,
2024.58,Cybersecurity,134.79,,,
2024.58,Cybersecurity,141.03,,,
2024.58,Cybersecurity,135.78,,,
2024.58,Cybersecurity,140.03,,,
2024.58,Cybersecurity,139.04,,,
2024.58,Cybersecurity,144.24,,,
2024.58,Cybersecurity,142.68,,,
2024.58,Cybersecurity,145.82,,,
2024.58,Data Analysis,39.9,,,
2024.58,DevOps Engineering,95.74,,,
2024.58,DevOps Engineering,99.52,,,
2024.58,DevOps Engineering,99.56,,,
2024.58,DevOps Engineering,98.06,,,
2024.58,DevOps Engineering,97.63,,,
2024.58,DevOps Engineering,100.91,,,
2024.58,DevOps Engineering,100.05,,,
2024.58,DevOps Engineering,102.51,,,
2024.58,DevOps Engineering,103.29,,,
2024.58,DevOps Engineering,99.5,,,
2024.58,DevOps Engineering,104.1,,,
2024.58,DevOps Engineering,104.65,,,
2024.58,Graphic Design,33.52,,,
2024.58,Legal Services,85.12,,,
2024.58,Legal Services,84.67,,,
2024.58,Legal Services,85.41,,,
2024.58,Legal Services,85.15,,,
2024.58,Legal Services,85.41,,,
2024.58,Legal Services,86.88,,,
2024.58,Legal Services,86.4,,,
2024.58,Legal Services,86.84,,,
2024.58,Legal Services,87.51,,,
2024.58,Legal Services,89.11,,,
2024.58,Legal Services,87.43,,,
2024.58,Legal Services,87.65,,,
2024.58,Marketing,42.46,,,
2024.58,Mobile Development,68.75,,,
2024.58,Mobile Development,69.35,,,
2024.58,Mobile Development,70.51,,,
2024.58,Mobile Development,72.36,,,
2024.58,Mobile Development,72.94,,,
2024.58,Mobile Development,71.45,,,
2024.58,Mobile Development,72.01,,,
2024.58,Mobile Development,73.24,,,
2024.58,Mobile Development,73.72,,,
2024.58,Mobile Development,74.05,,,
2024.58,Mobile Development,75.13,,,
2024.58,Mobile Development,75.1,,,
2024.58,Photography,41.89,,,
2024.58,Photography,42.44,,,
2024.58,Photography,42.41,,,
2024.58,Photography,42.59,,,
2024.58,Photography,43.02,,,
2024.58,Photography,43.49,,,
2024.58,Photography,43.41,,,
2024.58,Photography,43.36,,,
2024.58,Photography,43.17,,,
2024.58,Photography,43.94,,,
2024.58,Photography,44.11,,,
2024.58,Photography,44.25,,,
2024.58,Project Management,75.84,,,
2024.58,Project Management,73.74,,,
2024.58,Project Management,75.66,,,
2024.58,Project Management,75.5,,,
2024.58,Project Management,75.53,,,
2024.58,Project Management,74.31,,,
2024.58,Project Management,76.21,,,
2024.58,Project Management,75.25,,,
2024.58,Project Management,78.16,,,
2024.58,Project Management,76.38,,,
2024.58,Project Management,76.67,,,
2024.58,Project Management,78.14,,,
2024.58,SEO/SEM,51.08,,,
2024.58,SEO/SEM,51.91,,,
2024.58,SEO/SEM,51.06,,,
2024.58,SEO/SEM,51.04,,,
2024.58,SEO/SEM,51.99,,,
2024.58,SEO/SEM,53.72,,,
2024.58,SEO/SEM,52.06,,,
2024.58,SEO/SEM,51.23,,,
2024.58,SEO/SEM,52.04,,,
2024.58,SEO/SEM,52.83,,,
2024.58,SEO/SEM,52.67,,,
2024.58,SEO/SEM,55.42,,,
2024.58,Social Media Management,36.56,,,
2024.58,Social Media Management,36.43,,,
2024.58,Social Media Management,38.01,,,
2024.58,Social Media Management,37.58,,,
2024.58,Social Media Management,37.82,,,
2024.58,Social Media Management,37.73,,,
2024.58,Social Media Management,37.68,,,
2024.58,Social Media Management,37.54,,,
2024.58,Social Media Management,38.35,,,
2024.58,Social Media Management,39.74,,,
2024.58,Social Media Management,39.02,,,
2024.58,Social Media Management,38.64,,,
2024.58,Translation,34.47,,,
2024.58,Translation,33.99,,,
2024.58,Translation,34.23,,,
2024.58,Translation,35.23,,,
2024.58,Translation,34.86,,,
2024.58,Translation,34.93,,,
2024.58,Translation,34.42,,,
2024.58,Translation,34.74,,,
2024.58,Translation,34.85,,,
2024.58,Translation,34.69,,,
2024.58,Translation,35.23,,,
2024.58,Translation,35.36,,,
2024.58,UX/UI Design,42.11,,,
2024.58,Video Editing,34.47,,,
2024.58,Virtual Assistant,26.94,,,
2024.58,Voiceover,34.21,,,
2024.58,Web Development,44.89,,,
2024.58,Writing,31.61,,,
2024.66,3D Modeling,65.38,,,
2024.66,3D Modeling,65.56,,,
2024.66,3D Modeling,67.88,,,
2024.66,3D Modeling,66.86,,,
2024.66,3D Modeling,68.56,,,
2024.66,3D Modeling,67.77,,,
2024.66,3D Modeling,68.12,,,
2024.66,3D Modeling,68.62,,,
2024.66,3D Modeling,70.3,,,
2024.66,3D Modeling,69.39,,,
2024.66,3D Modeling,69.81,,,
2024.66,3D Modeling,70.67,,,
2024.66,AI/ML Development,131.83,,,
2024.66,AI/ML Development,126.74,,,
2024.66,AI/ML Development,130.53,,,
2024.66,AI/ML Development,136.81,,,
2024.66,AI/ML Development,133.16,,,
2024.66,AI/ML Development,134.3,,,
2024.66,AI/ML Development,134.24,,,
2024.66,AI/ML Development,135.0,,,
2024.66,AI/ML Development,141.61,,,
2024.66,AI/ML Development,134.33,,,
2024.66,AI/ML Development,141.76,,,
2024.66,AI/ML Development,140.65,,,
2024.66,Accounting,54.24,,,
2024.66,Accounting,53.6,,,
2024.66,Accounting,54.2,,,
2024.66,Accounting,54.83,,,
2024.66,Accounting,55.13,,,
2024.66,Accounting,55.46,,,
2024.66,Accounting,55.36,,,
2024.66,Accounting,56.41,,,
2024.66,Accounting,57.0,,,
2024.66,Accounting,56.72,,,
2024.66,Accounting,56.97,,,
2024.66,Accounting,57.03,,,
2024.66,Audio Production,51.69,,,
2024.66,Audio Production,52.1,,,
2024.66,Audio Production,51.58,,,
2024.66,Audio Production,52.75,,,
2024.66,Audio Production,52.5,,,
2024.66,Audio Production,53.07,,,
2024.66,Audio Production,52.68,,,
2024.66,Audio Production,53.23,,,
2024.66,Audio Production,54.22,,,
2024.66,Audio Production,54.91,,,
2024.66,Audio Production,53.77,,,
2024.66,Audio Production,54.37,,,
2024.66,Blockchain Development,171.07,,,
2024.66,Blockchain Development,171.98,,,
2024.66,Blockchain Development,173.61,,,
2024.66,Blockchain Development,179.57,,,
2024.66,Blockchain Development,172.36,,,
2024.66,Blockchain Development,171.46,,,
2024.66,Blockchain Development,177.6,,,
2024.66,Blockchain Development,182.35,,,
2024.66,Blockchain Development,181.35,,,
2024.66,Blockchain Development,186.24,,,
2024.66,Blockchain Development,188.83,,,
2024.66,Blockchain Development,190.37,,,
2024.66,Content Creation,30.55,,,
2024.66,Content Creation,29.88,,,
2024.66,Content Creation,30.69,,,
2024.66,Content Creation,30.66,,,
2024.66,Content Creation,31.33,,,
2024.66,Content Creation,31.67,,,
2024.66,Content Creation,30.87,,,
2024.66,Content Creation,31.14,,,
2024.66,Content Creation,31.12,,,
2024.66,Content Creation,31.91,,,
2024.66,Content Creation,31.18,,,
2024.66,Content Creation,31.74,,,
2024.66,Cybersecurity,127.92,,,
2024.66,Cybersecurity,130.32,,,
2024.66,Cybersecurity,131.78,,,
2024.66,Cybersecurity,130.36,,,
2024.66,Cybersecurity,135.41,,,
2024.66,Cybersecurity,140.88,,,
2024.66,Cybersecurity,139.07,,,
2024.66,Cybersecurity,140.56,,,
2024.66,Cybersecurity,141.71,,,
2024.66,Cybersecurity,136.99,,,
2024.66,Cybersecurity,145.75,,,
2024.66,Cybersecurity,142.94,,,
2024.66,DevOps Engineering,95.0,,,
2024.66,DevOps Engineering,93.93,,,
2024.66,DevOps Engineering,100.57,,,
2024.66,DevOps Engineering,99.93,,,
2024.66,DevOps Engineering,94.28,,,
2024.66,DevOps Engineering,99.42,,,
2024.66,DevOps Engineering,100.22,,,
2024.66,DevOps Engineering,101.35,,,
2024.66,DevOps Engineering,104.02,,,
2024.66,DevOps Engineering,103.09,,,
2024.66,DevOps Engineering,104.43,,,
2024.66,DevOps Engineering,104.56,,,
2024.66,Legal Services,84.69,,,
2024.66,Legal Services,85.61,,,
2024.66,Legal Services,85.6,,,
2024.66,Legal Services,86.32,,,
2024.66,Legal Services,84.99,,,
2024.66,Legal Services,86.97,,,
2024.66,Legal Services,86.86,,,
2024.66,Legal Services,87.19,,,
2024.66,Legal Services,86.5,,,
2024.66,Legal Services,87.3,,,
2024.66,Legal Services,88.04,,,
2024.66,Legal Services,88.99,,,
2024.66,Mobile Development,69.85,,,
2024.66,Mobile Development,70.86,,,
2024.66,Mobile Development,71.95,,,
2024.66,Mobile Development,70.9,,,
2024.66,Mobile Development,71.07,,,
2024.66,Mobile Development,73.86,,,
2024.66,Mobile Development,72.26,,,
2024.66,Mobile Development,72.42,,,
2024.66,Mobile Development,73.89,,,
2024.66,Mobile Development,73.25,,,
2024.66,Mobile Development,74.46,,,
2024.66,Mobile Development,75.5,,,
2024.66,Photography,40.98,,,
2024.66,Photography,42.29,,,
2024.66,Photography,42.68,,,
2024.66,Photography,42.39,,,
2024.66,Photography,42.52,,,
2024.66,Photography,44.28,,,
2024.66,Photography,44.03,,,
2024.66,Photography,43.95,,,
2024.66,Photography,43.17,,,
2024.66,Photography,44.4,,,
2024.66,Photography,44.25,,,
2024.66,Photography,44.91,,,
2024.66,Project Management,72.71,,,
2024.66,Project Management,75.47,,,
2024.66,Project Management,75.49,,,
2024.66,Project Management,74.81,,,
2024.66,Project Management,76.83,,,
2024.66,Project Management,75.11,,,
2024.66,Project Management,76.06,,,
2024.66,Project Management,74.59,,,
2024.66,Project Management,77.96,,,
2024.66,Project Management,77.81,,,
2024.66,Project Management,77.46,,,
2024.66,Project Management,78.65,,,
2024.66,SEO/SEM,51.41,,,
2024.66,SEO/SEM,50.31,,,
2024.66,SEO/SEM,50.75,,,
2024.66,SEO/SEM,51.4,,,
2024.66,SEO/SEM,51.19,,,
2024.66,SEO/SEM,52.47,,,
2024.66,SEO/SEM,51.81,,,
2024.66,SEO/SEM,52.0,,,
2024.66,SEO/SEM,53.55,,,
2024.66,SEO/SEM,53.71,,,
2024.66,SEO/SEM,53.25,,,
2024.66,SEO/SEM,54.75,,,
2024.66,Social Media Management,36.15,,,
2024.66,Social Media Management,37.08,,,
2024.66,Social Media Management,37.11,,,
2024.66,Social Media Management,37.35,,,
2024.66,Social Media Management,38.15,,,
2024.66,Social Media Management,38.59,,,
2024.66,Social Media Management,37.63,,,
2024.66,Social Media Management,38.75,,,
2024.66,Social Media Management,37.91,,,
2024.66,Social Media Management,38.89,,,
2024.66,Social Media Management,38.76,,,
2024.66,Social Media Management,39.21,,,
2024.66,Translation,33.98,,,
2024.66,Translation,34.04,,,
2024.66,Translation,34.48,,,
2024.66,Translation,33.86,,,
2024.66,Translation,34.96,,,
2024.66,Translation,34.94,,,
2024.66,Translation,35.01,,,
2024.66,Translation,34.73,,,
2024.66,Translation,35.46,,,
2024.66,Translation,35.58,,,
2024.66,Translation,35.27,,,
2024.66,Translation,36.03,,,
2024.67,Data Analysis,40.12,,,
2024.67,Graphic Design,33.09,,,
2024.67,Marketing,42.78,,,
2024.67,UX/UI Design,42.37,,,
2024.67,Video Editing,34.58,,,
2024.67,Virtual Assistant,27.12,,,
2024.67,Voiceover,34.46,,,
2024.67,Web Development,44.87,,,
2024.67,Writing,31.19,,,
2024.75,3D Modeling,63.28,,,
2024.75,3D Modeling,67.46,,,
2024.75,3D Modeling,68.55,,,
2024.75,3D Modeling,68.58,,,
2024.75,3D Modeling,68.08,,,
2024.75,3D Modeling,69.86,,,
2024.75,3D Modeling,69.52,,,
2024.75,3D Modeling,69.46,,,
2024.75,3D Modeling,68.86,,,
2024.75,3D Modeling,70.55,,,
2024.75,3D Modeling,70.05,,,
2024.75,3D Modeling,71.54,,,
2024.75,AI/ML Development,126.64,,,
2024.75,AI/ML Development,127.68,,,
2024.75,AI/ML Development,135.86,,,
2024.75,AI/ML Development,130.66,,,
2024.75,AI/ML Development,136.78,,,
2024.75,AI/ML Development,136.39,,,
2024.75,AI/ML Development,142.26,,,
2024.75,AI/ML Development,137.31,,,
2024.75,AI/ML Development,139.21,,,
2024.75,AI/ML Development,147.56,,,
2024.75,AI/ML Development,143.24,,,
2024.75,AI/ML Development,147.41,,,
2024.75,Accounting,53.77,,,
2024.75,Accounting,55.12,,,
2024.75,Accounting,55.32,,,
2024.75,Accounting,56.04,,,
2024.75,Accounting,55.68,,,
2024.75,Accounting,55.56,,,
2024.75,Accounting,55.74,,,
2024.75,Accounting,57.33,,,
2024.75,Accounting,55.71,,,
2024.75,Accounting,55.92,,,
2024.75,Accounting,56.58,,,
2024.75,Accounting,57.33,,,
2024.75,Audio Production,51.47,,,
2024.75,Audio Production,52.74,,,
2024.75,Audio Production,52.9,,,
2024.75,Audio Production,52.65,,,
2024.75,Audio Production,52.92,,,
2024.75,Audio Production,53.15,,,
